,Job Title,Company Name: ,Location,Country,Employment Type,Experience Needed,Description,Requirments
68,Software Quality Control Engineer,S Software,"Nasr City, Cairo", Egypt,['Full Time'],Experienced,"[""S Software\xa0we focus on realizing our customers' business values in the most efficient and professional way possible, through our diverse expertise and exceptional track-record since 2006. We specialize in custom solutions development, in addition to integrated digital transformation solutions with over 11 applications, alongside credible devices from 3S Security. We’re on a mission to hire candidates who embrace diversity, equity, and inclusion in a workplace in which everyone feels valued and respected in order to create exceptional employee experiences. We are growing exponentially, do you have what it takes to grow with us"", 'Our mission', 'S Software\xa0we seek to deliver stable, secure, and innovative services at speeds that satisfy our customers and unleash the skills potential of our employees.Secured Smart Systems is composed of highly qualified and devoted professionals who strive in every way to provide the highest in top-quality products and services', 'Key Duties', 'Review requirements, specifications, and technical design documents to provide testing feedback', 'Create detailed, comprehensive, and well-structured test Scenarios/cases', 'Estimate, prioritize, plan and coordinate testing activities', 'Design, develop and execute automation scripts', 'Identify, record, document thoroughly and track bugs', 'Perform UAT testing on client side', 'Liaise with internal teams (developers and product managers) to identify system requirements', 'Investigate the causes of non-conforming software and train users to implement solutions', 'Review and participate in writing products’ documents']","['IT, Engineering, or equivalent education', 'Years’ experience in Function and Automation testing', 'Basic concept of Programming', 'Good knowledge in SQL', 'ISTQB Certified, fundamental level at least', 'Experience in:Writing clear and comprehensive test cases.Black box testing.Automated testing tools.Working in an Agile/Scrum development process', 'Writing clear and comprehensive test cases', 'Black box testing', 'Automated testing tools', 'Working in an Agile/Scrum development process', 'Familiar with CI/CD', 'Knowledge on programming language such as: C#/Java', 'Good knowledge in API testing using postman/swagger', 'Hands-on\xa0experience with automation testing framework such as Selenium', 'Troubleshooting and debugging skills', 'Knowledge in version control systems such as GitHub', 'Familiar with tracking tool TFS/ ADO', 'Performance and/or security testing experience will be added value', 'Web Application - Mobile and API Testing']"
69,Senior Software Tester,Edentech,Cairo, Egypt,['Full Time'],Experienced,"['Perform all test activities, including error reporting and retest, root cause analysis, regression test and acceptance test', 'Estimate, prioritize and plan test activities', 'Create test scenarios, test cases, and bug reports', 'Monitor junior team members and work with team leadership to develop their technical and personal skills', 'Continuously improving the quality, testing process']","['Experience 3-7 years “Mid-level to senior', 'Education: Computer Science or a related discipline', 'Certification(s): ISTQB certificate is a Preferred', 'Special Course(s): Software test automation course is preferred', 'Technical skills: Good knowledge of SDLC, Basic Programming Knowledge, Automation Testing, Agile Testing, Testing Tools, and Techniques']"
70,Software Quality Control Engineer,BI-Technologies,"New Cairo, Cairo", Egypt,['Full Time'],Entry Level,"['Create test plans, test scenarios and test cases from business and functional requirements', 'Create and design test sessions', 'Prepare and create test data required for testing', 'Firing Test Cases on (desktop, web, and mobile ) applications', 'Report and track issues using TFS', 'Retest resolved bugs and perform regression cycle', 'Integration test for the systems which have modules after integrating these modules', 'Use SQL queries to validate the output results in the back-end databases', 'Convert test cases to automated scripts', 'Meet with the development team to discuss new features and solutions for bugs']","['BS: Computer Science -Computer Engineering- Business Administration- Commerce', 'years of experience in testing software applications', 'Knowledge of SQL Database', 'Knowledge of different Testing techniques', 'ISTQB Or CSTE Certified is Preferred', 'Very Good command of the English language']"
71,Junior Software Tester,RDI,"Dokki, Giza", Egypt,['Full Time'],Entry Level,"['Monitoring applications and software systems', 'Functional testing', 'Write and executing test scripts', 'Running manual and automated tests', 'Analyze test results', 'Testing in different environments/platforms', 'Writing bug reports', 'Reviewing documentation', 'Providing objective feedback to software development project teams', 'Problem solving', 'Designing tests to mitigate risk']","['years of experience', 'Good communication and team skills', 'Language skills in English', 'Basic concepts of Programming', 'Knowledge with Linux environment', 'Proven work experience in testing Mobile and Web-based applications', 'Strong knowledge of software QC methodologies, tools, and processes', 'Experience in writing clear, concise, and comprehensive test cases', 'Execute all levels of testing (System, Integration, and Regression']"
72,Sr. Supervisor Software Quality Control,Orange Egypt,"th of October, Giza", Egypt,['Full Time'],Manager,"['Analyzing the requirements before creating the test cases to ensure mutual understanding and compatibility of applications', 'Developing and reviewing manual test cases in a descriptive, structured, and understandable way', 'Ensuring the proper execution of test cases and reporting their results', 'Logging issues in a clear and accurate way on the bug tracking tool (JIRA) and tracking them until closure', 'Responsible for ensuring the commitment of predefined testing schedules', 'Creating Estimations and Test Schedule plan for tasks assigned', 'Responsible for handling the communication with development team', 'Developing & verifying creative & indirect scenarios that can affect the business domain of the application', 'Responsible for following the company quality standards & processes', 'Creating UAT test cases for the client to deliver with high quality']","['Fluency in both English and Arabic Languages', 'Excellent command in using testing techniques (functional and non-functional', 'ISTQB certificate holder is preferred', 'Deep understanding of software automation testing', 'Thorough understanding of the testing process, test cases, test plans, and bug/defect reports', 'Experience in Mobile Apps, Web & APIs testing', 'Strong knowledge of software QA methodologies, tools and processes', 'Experience in writing clear and comprehensive test plans and test cases', 'Knowledge and skills in SDLC, STLC, and different testing techniques', 'Previous work experience in an Agile development process', 'Experience in Performance testing is a plus', 'ITI graduate preferred']"
73,Senior Software Quality Engineer,Cashcall,"Maadi, Cairo", Egypt,['Full Time'],Experienced,"['Review requirements, specifications and technical design documents to provide timely and meaningful feedback', 'Create detailed, comprehensive and well-structured test plans and test cases', 'Identify, record, document thoroughly and track bugs', 'Develop and apply testing processes for new and existing products to meet product needs', 'Estimate, prioritize, plan and coordinate testing activities', 'Apply Functional, Non-Functional Testing processes', 'Stay up-to-date with new testing tools and test strategies', 'Provide technical guidance, career development, and mentoring to team members', 'Liaise with internal teams (e.g. developers and product managers) to identify system requirements', 'Coach quality control team members', 'Front and back-end Testing', 'Design, develop and execute automation scripts using open source tools', 'Maintain quality and ensure responsiveness of applications', 'Collaborate with the rest of the team members to test, and launch new features', 'Working with code versioning tools', 'Focus on work ethics, continuous learning, and desire to deliver the best inspires your team members', 'Seek learning new technologies and continuously scan the landscape for opportunities to enhance platform in order to deliver better products', 'Investigate the causes of non-conforming software and train users to implement solutions', 'Track quality assurance metrics, like defect densities and open defect counts', 'Interact with a variety of professionals with different backgrounds and experience and seek to learn from and contribute to the group', 'Perform thorough regression testing when bugs are resolved']","['From 2-4 Years of experience', 'Basic concept of Programming', 'Proven work experience in software quality control/assurance', 'Strong knowledge of software QC/QA methodologies, tools and processes', 'Experience in writing clear, concise and comprehensive test plans and test cases', 'Hands-on experience with black/white box testing', 'Hands-on experience with automated testing tools', 'Experience working in an Agile/Scrum development process']"
74,Senior Software Tester,RDI,"Dokki, Giza", Egypt,['Full Time'],Experienced,"['Review and analyze system specifications', 'Design and develop tests and testing requirements for products, systems, software and/or related technologies', 'Design and develop automation scripts when needed', 'Conduct quality assurance and design performance tests using established testing procedures', 'Write/Review and Execute\xa0test\xa0cases (manual and/or automated) and analyze results', 'Ability\xa0 to review logs', 'Report and communicate bugs, errors or enhancements to development teams', 'Provide guidance, supervision and support to the testing team', 'Introducing and improving testing and quality assurance processes', 'Setting up a test environment with dev-ops']","['University Degree in Computer Science, Computer Engineering or a related field', 'years of relevant experience', 'Experience with API\xa0testing\xa0tools (ex. Postman, Katalon Studio', 'Experience working with performance\xa0testing\xa0tools (ex. JMeter', 'Strong knowledge of automation\xa0testing\xa0tools (ex. Selenium, Appuim', 'Security\xa0testing\xa0background is a preferable', 'Good knowledge of database systems', 'Ability to support and mentor junior\xa0testers', 'Can work with Linux systems', 'Experience with mobile\xa0testing']"
75,Senior Software Engineer,Eg Insurtech,"Maadi, Cairo", Egypt,['Full Time'],Experienced,"['Perform advanced programming tasks according to the project plan', 'Implement tasks following functional specifications', 'Write well designed, testable, and efficient code', 'Participate in the estimation of new features and components', 'On-time delivery of assigned tasks', 'Perform unit testing for submitted tasks', 'Serve as a mentor to less experienced software engineers', 'Participate in the analysis & design of new functional requirements', 'Implement complex and risky tasks development tasks', 'Conduct prototyping and POCs for new technologies', 'Conduct code review and code refactoring tasks']","['Good work ethics', 'Good English Language', 'Good Communication Skills', 'Good Analytical Skills', 'Good Technical Research Skills', 'Team Player with Excellent Team Spirit', 'Good Estimation Skills', 'Positive and Self-motivated', 'Good Problem Solving Skills', 'High Ownership', 'Good Time Management Skills', 'Excellent Estimation Skills', 'Technical Writing Skills', 'Self-managed and Self-motivated', 'Proactive']"
76,Testing Supervisor,Etisal EG,"th of October, Giza", Egypt,['Full Time'],Experienced,"['Responsible for any testing and analysis work related to the SMT technical engineer production in result to ensure the achievement of the production plan', 'Deeply Analyzing all the related details for the motherboard testing processes and the', 'Production’s detailed analytic researches', 'Tracking any new project’s trail production phase and also following up on the mass production problems, then feedback the results and summarize the problem (Points of development or defect rate analysis) and send it to the R&D (customer', 'Responsible for reducing the cost, enhancing the efficiency, promoting the improvements of any major issues related to the production and also continuously upgrading the quality of the products all of this is through a systematic research and analysis programs', 'Import the initial data from our customer, and the converted R&D data into production data (Required file format) and control its review', 'Responsible for the setup and the testing of all the work related to the system platforms also the machines and its environmental maintenance', 'Responsible for prompting and testing the accuracy of the log for the current operating state based on the windows software', 'Responsible for analyzing any data related to the testing, evaluating the risk points in the existing test program and improving the gaps', 'Responsible for carrying out the testing plan review for any new product, also Import, debug and acceptance to ensure the validity and reliability of the test system', 'Responsible for assisting the production department team and establishing the technical training program for them', 'Responsible for promoting the production quality, Production-to-shipment efficiency and delivery capacity, also maintaining On-site production management, 7S management, safety management']",[]
77,Software Test Engineer | API Testing,Expleo,"Maadi, Cairo", Egypt,['Full Time'],Entry Level,"['Works on multiple phases of a project and/or multiple small projects of moderate scope and sometimes complex assignments', 'Takes responsibility for a certain area and conditions as well as results evaluation, problem resolution and planning', 'Selects appropriate standards, methods, tools and applications for project use', 'Applies data analysis and data modelling techniques to modify or maintain a data structure and its associated components (entity descriptions, relationship descriptions, attribute definitions', 'Creates and executes basic non-functional test scripts following a given set of guidelines and sets up test environments, data and monitors', 'Designs, codes, tests and documents simple programs or scripts and assists in the implementation of software which forms part of a properly engineered system', 'Co-ordinates the information gathering and reporting process, conducting research to define problems and preparing responses to anticipated questions', 'Accurately identifies project risks and reports effectively to relevant stakeholders. Manages issues, risks, actions, dependencies, and defects to the success of the project', 'Creates traceability records, from test cases back to requirements. Can report on system quality and collects metrics on test cases', 'Produces test scripts, materials and regression test packs to test new and amended software or services', 'Maintains the status of project and provides guidance to the work of junior team members,works across teams to achieve group goals']","['Bachelor’s Degree in Computer Science, Information Systems, or other related field, or equivalent work experience', 'Excellent/Fluent Command in written and spoken English language', 'Experience 1 - 3 years in API testing', 'ISTQB Foundation', 'Additional course or certification in Quality Engineering (Preferred', 'API Testing (Postman or Soap UI']"
78,Software Testing Manager,Expleo,"Maadi, Cairo", Egypt,['Full Time'],Manager,"['Develops strategies and directs teams with diverse scope', 'Ensures that project deliverables are completed within agreed cost, timescale and resource budgets, and are signed off. Proactively aims to achieve personal and team utilisation targets', 'Uses project planning tools and participates in the identification of and planning for future resource needs. Develops a fit-for-purpose reporting mechanism', 'Responsible for overall test plan design and processes, applying, articulating and constructing business specific end to end scenarios, defining standards for the development of test scripts, deployment and reuse', 'Specifies the test environment for the whole life-cycle testing and ensuring it reflects business requirements for execution. Consults with key business stakeholders to ensure application design is optimised for testability', 'Allocates and co-ordinates test schedules, work and resource plans; managing progress of all activities against the plan, managing own deliverables and that of others to meet delivery deadlines', 'Provides quality assurance evaluation estimates on various projects, including the ability to execute vision, goals and direction of a team/teams', 'Diagnoses problems and probes underlying issues to generate multiple potential solutions. Can proactively anticipate and prevent problems, facilitates buy-in and guides implementation of corrective and/or preventive actions for complex issues. Identifies potential consequences and risk levels', 'Creates quality assurance procedures and user instructions to ensure a reusable process and tools approach. Defines and implements quality process improvements and metrics focused on defect prevention', 'Advises on risk assessment and risk management strategies for projects or release level', 'Inputs into proof of concept exercises and assists sales with pre-sales collateral. Identifies opportunities to expand client assignments']","['Has achieved trusted advisor status at a senior level with the client', 'Excellent client facing skills, as an expert in their field has experience of influencing client decision making and direction, takes time to establish underlying needs of client beyond those initially expressed', 'Applies insight, originality and a broad perspective to generate revolutionary technical solutions', 'Experience of introducing new concepts or strategies that significantly improve or revise the way business is done through to implementation', 'Excellent communication and presentations skills, maintains confidentiality, shares ideas and information, facilitates discussions and transfers knowledge to diverse audiences to achieve collective objectives']"
79,Senior QA Software Tester,Caelum Egypt,"Dokki, Giza", Egypt,['Full Time'],Experienced,"['Analyze business requirements or design specifications in order to produce comprehensive test scripts and scenarios for expected results to be performed manually and using automated testing tools', 'Perform system testing of new applications and existing software enhancements to ensure they meet design specifications', 'Perform functionality and non-functionality testing of new applications and existing software enhancements to ensure they meet business requirements through performing end to end business scenario tests', 'Perform regression testing of new applications and existing software enhancements to identify any possible impacts caused by changes', 'Record the test results', 'Maintain and mange manual and automated test scripts & test databases', 'Test the required fixes for reported faults, including tests for possible impacts from changes', 'Create and maintain technically complex test scripts using programming language e.g. C', 'Write complex SQL queries for retrieval of required data using TOAD, SQL Management Tool or any other tool', 'Ensure all work meets the guidelines & standards defined for the team and the company', 'Ensure all work produced meets client requirements before being released for internal approval', 'Identify and resolve errors in work', 'Perform effective version control management in all aspects of documentation / script output', 'Assist team members with resolution of work problems', 'Assist and advice internal customers on technical issues in a timely manner', 'Estimate the effort and software testing resources required for tasks', 'Ensure tasks prioritized effectively and testing tasks delivered on time', 'Understand the master test plan and/or the project plan', 'Create or assist in creating own test plan', 'Generate test cases based on the requirements and other documents', 'Procure or create test data required for testing', 'Set up the required test environment (hardware, software and network', 'Create or assist in creating assigned test automation', 'Test software releases by executing assigned tests (manual and/or automated', 'Reply to returned bug reports (for example, when a bug report is returned as not reproducible', 'Re-test resolved bugs', 'Update test cases based on the discovered bugs', 'Update test automation based on the updated test cases', 'Provide inputs to the team in order to improve the test process', 'Support the team with testing tasks as required', 'Report work progress and any problems faced to QA Test Analyst, Senior QA Test Analyst or Team Leader as required', 'Develop test results, and other testing artifacts as needed to deliver quality product', 'Create and test scripts for automated functional, regression, GUI, and data-driven testing', 'Work with the quality assurance team to ensure that test scripts are understood and testable', 'Provide clarifications and revisions as needed throughout the release cycle', 'Assist in developing product manuals']","['Bachelor’s degree in Computer science degree (Or an IT-related field or similar', 'years of experience as a software tester performing functional and non-functional testing, integration testing, regression testing, and performance testing in the software testing life cycle', 'Excellent written and verbal English', 'Knowledge of software testing principles, testing processes and methodologies', 'A good understanding of the software development process', 'Familiar with C#/.NET', 'Experience in writing complex SQL queries', 'Knowledge in Agile & Waterfall', 'Demonstrable accuracy and attention to detail', 'Good writing skills (for writing scenarios, test cases, bugs and for documenting the process', 'Good communications and consultancy skills', 'Good presentation skills', 'Ability to work under pressure and to tight deadlines', 'Ability to work productively as part of an integrated team', 'Possession of excellent analytical and troubleshooting skills', 'Experience in testing web and desktop applications as well as mobile apps', 'Experience in supporting all test phases of the project lifecycle', 'Strong technical, analytical, and problem-solving skills', 'Self-motivated and proactive in a fast-paced environment', 'Self-learner with ability to grasp applications and business processes', 'Able to manage changing priorities and multiple client projects concurrently']"
80,Test Automation Lead,Al Beshara,Cairo, Egypt,['Full Time'],Manager,"['Design, develop and implement best quality practices and processes for product developments', 'Review requirements, specifications and technical design documents to provide timely and meaningful feedback', 'Develop and execute manual tests cases and test automation scripts', 'Writing and executing test cases and test plans', 'Ensure the performance, quality, and responsiveness of our products and components', 'Ensuring deliverable are released to specification as well as the highest quality standards in compliance with the organizational processes and standards', 'Report test execution and project quality status to the team lead', 'Record test progress and results', 'Discover bugs within software, identify, isolate, and track bugs throughout testing', 'Report and track defects using Jira']","[""years' experience in Software Test Automation"", ""years' experience in Java"", 'Agile/Scrum experience', 'Hands-on experience with test \xa0automation tools (Robot framework, Selenium Wedriver, Rest assured, TestNg or Junit, Marven, Jenkin', 'Experience in BDD (Behavior driven development', 'Experience with performance and/or security testing is a plus', 'ISTQB certificate is a plus', 'Bachelor degree']"
81,Senior Software Test Engineer-Cairo,Confidential,Jeddah, Saudi Arabia,"['Full Time', 'Work From Home']",Experienced,"['Contribute to engineering efforts from planning and organization to execution and delivery to solve engineering problems in tools and testing', 'Review customer requirements', 'Develop and design test cases based on customer requirements', 'Design, create, modify and execute test plans and tests for software validation at both system and user-level and drive to improve software QA processes and methodologies', 'Review and update test cases', 'Construct and prepare test datasets', 'Execute the software based on the plans and test documents', 'Create execution records and update the status according to the results', 'Report defects whenever they occur, track and monitor them', 'Retest defects when they are resolved', 'Execute regression Test']","['Very good understanding of theories and procedures about Software Testing', 'Working experience with the app and web-based applications technology', 'Working experience in dealing with industry test management tools', 'TFS', 'Experience in manual/exploratory and automation testing\xa0(Robot Framework', 'Experience in Functional and UI testing (mobile, tablet, and Web']"
82,Software Tester,Z2 Data,"Nasr City, Cairo", Egypt,['Full Time'],Experienced,"['Review and contribute to test plan, design entry and exit criteria', 'Analyze and review test basis like requirements, user stories, specifications and technical design documents', 'Estimate, prioritize, plan and coordinate testing activities', 'Identify and document test conditions then design, set up, and verify test environment', 'Design and implement both manual and automation test cases and test procedures', 'Create automated test script using automation tolls like (selenium web driver', 'Prepare test data and create the detailed test execution schedule', 'Execute test cases and document defects from expected results and prioritize software defects', 'Perform & evaluate non-functional specifications testing like (performance, efficiency, reliability, usability, security, compatibility, and portability) testing', 'Create test reports to provide status to stakeholders']","['years’ experience in software testing', 'Good experience with\xa0Selenium Webdriver & knowledge of Java', 'Experienced with CI tools such as Jenkins and Maven', 'Experienced with web testing', 'Experienced with Agile development methodology & agile testing', 'Very good communication skills', 'Good knowledge with TFS and MTM', 'Experienced with SQL scripting', 'Time management and well organized']"
83,Senior Software Developer (Gupta Programming,ITS,"Nasr City, Cairo", Egypt,['Full Time'],Experienced,"['Perform Development Tasks', 'Handle existing software problems and carry out requested changes', 'Make Unit testing to the code before release to QC team as required, Fixing Issues', 'Impact analysis for change requests', 'Participate in Team meeting', 'Gathering and understanding scope', 'Maintaining the systems once they are up and running', 'Writing Documentation according to business needs']","['Advance database skills (SQL, Oracle or Sybase', 'Excellent skills in C and C# programming language', 'Solid OOP knowledge', 'Gupta Programming skills is a plus (ITS Provides full training']"
84,Testing Team Lead,Fawry Banking & Payment Technology Services,Giza, Egypt,['Full Time'],Manager,"['Review requirements, specifications, and technical design documents to provide timely and meaningful feedback', 'Create detailed, comprehensive, and well-structured test plans and test cases', 'Estimate, prioritize, plan and coordinate testing activities', 'Identify, record, document thoroughly and track bugs', 'Design, develop and execute automation scripts using open-source tools', 'Perform thorough regression testing when bugs are resolved', 'Stay up to date with new testing tools and test strategies']","['Bachelor’s degree in engineering, computer science, or computer engineering', 'years of proven work experience in software quality', 'year of experience in Backend/API testing using SoapUI is a must', 'year of experience in Automation/Performance testing using JMeter', 'Good level in SQL/database', 'Excellent communication & interpersonal skills', 'Ability to multi-task and work on multiple projects simultaneously', 'Experience in the Payment/banking system is a big plus', 'Mobile testing is a plus', 'ISTQB Foundation level is a must']"
85,Software Testing Manager,TRANSSION HOLDINGS,"Maadi, Cairo", Egypt,['Full Time'],Manager,"['Make and supervise the relevant testing process, improve R&D\xa0oversea\xa0testing process system', 'Follow-up and research the mainstream testing technology， pre-research the new technology、 new functions (exp: APN \\Protocol etc', 'Evaluate the functional characteristics and the whole\xa0oversea performance of new platform', 'According to the definition of product to evaluate the feasibility of the testing project', 'According to the process of project, supervise and ensure the testing plan is completed in the regulation time', 'Responsible for the internal construction of Department']","['Maximum 30 years old or above', 'Electronic major regular college course or above', 'Testing experience about phone above\xa03 years， managing experience about testing phone above 5 years\xa0，Managed the testing team about phone\xa0（above\xa030 peoples', 'Know well SW FT Test knowledge and the relevant professional knowledge of phone']"
86,Frontend Software Engineer with Vue,RB Solutions sp. z o.o,Cairo, Egypt,"['Full Time', 'Work From Home']",Experienced,"['We have an exciting opportunity for an experienced Front-End to help us build unique websites and applications for our clients', ""We're looking for someone who’s friendly, easy to get on with, and thrives in a flexible working environment to help us create rock-solid products"", 'Reporting to the Development Team Lead, you’ll be responsible for developing and implementing a wide range of .NET applications, most of which have some kind of integration with Umbraco 8 or 9 as its CMS part', 'Passionate about good development practices and modern web technologies, your enthusiasm, personality and proactive nature will set you apart from the crowd']","['Design, code, test and manage various applications', 'Collaborate with the engineering team and product team to establish the best products', 'Follow outlined standards of quality related to code and systems', 'Develop automated tests and conduct performance tuning']"
87,Software Quality Control Engineer,Kashier Payment Solutions,"Zamalek, Cairo", Egypt,['Full Time'],Experienced,"['Design and execute systems to check for issues', 'Document test cases', 'Perform and document risk analysis', 'Record test progress and results', 'Code automated tests', 'Create test plans', 'Develop standards and procedures to determine product quality and release readiness', 'Discover bugs within software', 'Drive innovation and streamline overall testing processes', 'Identify, isolate, and track bugs throughout testing', 'Identify any potential problems that users might encounter', 'Perform manual and automated testing', 'Research and analyze product features being tested', 'Research new tools, technologies, and testing processes', 'Review user interfaces for consistency and functionality', 'Provide information security awareness training to organization personnel']","['BSc/BA in Computer Science, Engineering, or a related field', 'Holds relevant\xa0QA/QC\xa0Professional Certification is a plus', 'Years of experience in the same field is required', 'Strong experience in software development and testing', 'Strong knowledge of Linux and Microsoft Windows', 'In-depth understanding of Java, Python, SQL, C++ and XML', 'Excellent communication and critical thinking skills', 'Excellent analytical and problem-solving skills and Exceptional attention to detail']"
88,Software QC Team Lead,Excel Systems,"Sheikh Zayed, Giza", Egypt,['Full Time'],Manager,"['Manage and lead testing team', 'Select tools and methodologies to ensure that software tests identify defects and comply with quality standards', 'Lead all technical testing efforts including integration testing and performance testing', 'Execute integration test cases to guarantee smooth integration', 'Monitor and control for the progress of projects', 'Participate in Estimation and planning sessions', 'Handle projects from scratch till closure with different areas and different resources, not just quality', 'Keep track of changes and issue log for top accounts for each upgrade', 'Make sure that the process is followed through the testing life cycle and raise flags for any missing flow in the process', 'Suggest enhancement for the process for the lesson learned from previous projects', 'Check reports extracted from the team and provide top management with these reports if needed to enhance the quality of projects', 'Design and execute test cases when needed', 'Write automation scripts when needed', 'Write bug reports when needed', 'Work in an agile (Scrum) environment', 'Test APIs, web apps and mobile apps']","['Bachelors in Software Engineer or Computer Science', 'A minimum of 7+ Years of experience in related field', 'Possess general programming skills & SDLC', 'Prior experience in mobile testing is a must', 'Experience in using TFS ,DEVOps or Jira', 'Functional and Non-functional testing skills', 'API testing skills are a big plus', 'Performance testing is a must', 'Automated testing scripts are a big plus', 'ISTQB, CSTE, or ASTQB certification is a plus', 'Prior experience in working in Agile environment', 'Tasks Sizing and estimates skills', 'Very good English and Communication']"
89,Software Quality Control Engineer,nd Solution,"New Cairo, Cairo", Egypt,['Full Time'],Experienced,"['Join a fun and highly successful development team working with industry-leading clients', 'Open, No-politics, and friendly work environment where you will enjoy company perks that are quite unique compared to other standard corporate work environments', 'We are looking for an established Quality Control Engineer who enjoys taking ownership of projects', 'Be involved in writing test cases for new features and modules', 'Evolving office environment where you can contribute to its growth']","['years of testing experience in a team environment', 'Computer Science degree, or equivalent', 'Hands-on experience with automated testing', 'Solid knowledge of SQL and scripting', 'Proven work experience in website and application development', 'Proven work experience in software quality assurance', 'Experience in writing clear, concise, and comprehensive test cases', 'Hands-on experience with black box testing', 'Experience working in an Agile/Scrum development process', 'Experience and knowledge with testing RESTful APIs']"
90,Quality Assurance Lead,FlairsTech,"Maadi, Cairo", Egypt,['Full Time'],Manager,[],"['In depth knowledge of testing methodologies, testing strategies, testing tools, test case development, test process management, and defect management', 'In depth knowledge of installing, operating, and administrating test environments', 'Knowledge of configuration management, software engineering, specification methods, and development processes', 'Experience in Test automation selenium web driver using java', 'ISTQB Advanced level Test manager is optional', 'years of experience with Software Quality Assurance- QA project life cycle, test plan, test strategies, test scenarios, test cases, traceability matrix', 'Ability to review and analyze business requirements in order to produce test strategy and test cases', 'Familiarity in continuous testing practices in a CI/CD development pipeline, and deploying test automation', 'Experience in Agile projects (Scrum, Kanban etc', 'Working Knowledge in Test Management software (JIRA, TFS, ALM', 'Solid experience with Defect Management Process', 'Quick learner and self-starter who requires minimal supervision to excel in a dynamic environment', 'Excellent analytical and problem-solving skills', 'Strong verbal and written communications skills', ""Bachelor's degree in Computer Science or related field"", 'Awareness of Agile QA Software development life cycle –backlog, sprints, standups, burn downs']"
91,Quality Control Engineer,Confidential,"th of October, Giza", Egypt,['Full Time'],Entry Level,"['Working with software developers and project support teams', 'Identifying business requirements', 'Writing and executing test scripts, running manual testing, writing bug reports and Reviewing documentation', 'Working towards departmental and project deadlines', 'Working on multiple projects at one time', 'Design, implementation and documentation of acceptance and regression tests during sprints and creation of test scenarios', 'Develop and execute automation strategy, frameworks, and procedures', 'Delivering Testing results after running the regression scripts', 'Working on multiple projects at one time', 'Ensure that the quality standards and methods are adhered to in the customer bug reports projects', 'Solve Problems, estimate and prioritize work activities', 'Enhance and extend the test automation framework, system, and libraries']","['Bachelor degree in computer science', 'Previous Experience: 1+ years of experience in manual Software Testing field and Automation Software Testing', 'ISTQB certificate is an advantage', 'Analytical and logical thinking', 'Experience in using the relevant test (management) tools, such as Jira,VSTS,TFS', 'Experience in SQL Query writing', 'ERP knowledge is a plus', 'Knowledge of API Testing using Postman', 'Experience with Selenium web automation using java']"
92,QA Automation Engineer,Smartpan,"Nasr City, Cairo", Egypt,['Full Time'],Experienced,"['Identify and select automation test cases', 'Create an automation test plan and get it approved', 'Develop automated test scripts using QTP as the primary testing tool', 'Collaborate with QA Analysts and Software Developers to develop solutions', 'Execute automated test scripts', ""Record problems and issues under the project's problem and issue management plans"", ""Document defects using the project's defect management tools"", 'Interact with clients regarding any issues they experience and be ready to solve them', 'Track and publish the status of development, maintenance, and execution of automation test suits', 'Utilize the approved test automation frameworks to develop automation in a fast-paced agile environment', 'Automation testing across various technologies and product sets', 'build test cases from scratch or modify existing ones using various test frameworks and programming languages']","[""Bachelor's degree in computer science, software development, or a related field"", 'years of relevant work experience in automation testing', 'Experience in web automation frameworks (Selenium or Cypress', 'Experience in Mobile test Automation tools and frameworks (Cucumber, Appium', 'Experience in API Testing Automation tools (SOAPUI, Postman', 'Fluency with web debugging and profiling tools (Chrome DevTools, Firefox Developer Tools, etc', 'Experience in automating build processes, application deployments, and continuous integration systems with CI/CD tools (Azure DevOps, Jenkins', 'Functional Frontend/Backend testing experience across multiple platforms – Web App, Mobile App, MicroServices', 'Solid experience \xa0in manual testing', 'Understanding of Agile/Scrum methodology', 'Understanding of hands-on business requirements']"
93,Senior Software Quality Engineer,Dafater,"Nasr City, Cairo", Egypt,['Full Time'],Experienced,"['Review requirements, specifications, and technical design documents to provide timely and meaningful feedback', 'Create detailed, comprehensive, and well-structured test plans and test cases', 'Estimate, prioritize, plan and coordinate testing activities', 'Design, develop and execute automation scripts using open-source tools', 'Identify, record, document thoroughly and track bugs', 'Perform thorough regression testing when bugs are resolved', 'Develop and apply testing processes for new and existing products to meet client needs', 'Liaise with internal teams (e.g., developers and product managers) to identify system requirements', 'Monitor debugging process results', 'Investigate the causes of non-conforming software and train users to implement solutions', 'Track quality assurance metrics, like defect densities and open defect counts', 'Stay up to date with new testing tools and test strategies', 'Automation', 'Design, implement and maintain automated tests', 'Familiar with major test automation tools']","[""Bachelor's degree in Computer Science, Computer Engineering, or related field"", 'Experience 2 to 4 years in the same position including experience in Automation', 'Basic concept of Programming', 'Proven work experience in software quality assurance', 'Strong knowledge of software QA methodologies, tools and processes', 'Experience in writing clear, concise and comprehensive test plans and test cases', 'Hands-on experience with black box testing', 'Hands-on experience with automated testing tools', 'Experience working in an Agile/Scrum development process', 'Experience with performance and/or security testing is a plus', 'Experience in ERP/SAAS applications is a plus', 'Experience in Selenium']"
