,Job Title,Company Name ,Location,Country,Employment Type,Experience Needed,Description,Requirments
476,Front End Developer - Vue JS,Perfect Presentation,"th of October, Giza", Egypt,['Full Time'],Experienced,"['Design beautiful, intuitive user interfaces', 'Building JavaScript client side application interfaces with the latest technology', 'Demonstrable working knowledge of front end design patterns', 'Work as part of cross functional, passionate agile (SCRUM/Kanban) project teams ensuring high quality delivery is at the heart of the development process from requirements definition through to delivery', 'Participate in scrum ceremonies and participate on development projects and implement solutions in partnership with development managers and teams', 'Resolution of performance or security issues', 'Provide relevant, honest and accurate feedback to management', 'Research, recommend and implement tools as needed with the goal of continually increasing our development productivity', 'Proactively bringing issues and problems to the attention of the team; generating, proposing and implementing innovative solutions to solve them', 'Maintain exceptionally high standards of design and code quality at all times, including but not limited to adherence to architectural, security and scalability standards and principles', 'Updates job knowledge by researching new internet/intranet technologies and software products; participating in educational opportunities; reading professional publications; maintaining personal networks; participating in professional organizations']","['Years of experience', 'Strong knowledge of Vue.JS', 'Familiarity with web based SaaS', 'Be an advocate of automation, Test Driven Development, Continuous Integration and Continuous Delivery', 'Usability and user experience testing', 'Comfortable with absorbing new technologies quickly; highly self-directed and able to manage and prioritize concurrent and competing/conflicting challenges', 'Innovator; ability to work collaboratively and a demonstrated team player with a results-oriented track record', 'To be enthusiastic, fearless and boundary-less with the ability to coach and mentor', 'Follow recommended software development methodology standards, championing evolution as appropriate', 'Pro-active customer service attitude', 'A technical mindset with good understanding of algorithms, data structures, design patterns', 'Solid knowledge of Agile development practices', 'A willingness and an ability to share best practice and improve processes', 'Experienced in issues of Scaling and an understanding of optimizing web-based applications', 'Experience working across multiple platforms and technologies', 'Strong demonstrable experience of Object Oriented Analysis & Design and accompanying design patterns with a commitment to Software Craftsmanship and Clean Code', 'Experience of working with a wide variety of open source frameworks (such as JQuery, Bootstrap, Angular, D3, React etc', 'Ability to work with Distributed Version Control Systems', 'HTML , particularly HTML design for emails', 'JavaScript, including modern tooling, techniques and frameworks', 'CSS, including old & cross-browser support concerns', 'Usability testing and optimization', 'Performance tuning', 'Experience of web interfaces and working with databases', 'Scaling and optimizing web-based applications', 'Designing high availability systems', 'Knowledge of Agile development practices and experience working in a cross-functional Scrum team', 'Ability to work collaboratively and a demonstrated team player', 'A willingness and an ability to share best practice and improve processes']"
477,Net Team Leader,International Advanced,"Nasr City, Cairo", Egypt,['Full Time'],Manager,"['Preparing environment requirements and team', 'Put the major plan for department', 'Receive business owner requirements and make the required analysis', 'Ditribute the tasks on the team members', 'Monitoring the team performanse with the period of development and monitoring the output of the code', 'Testing the final output and making sure everything working perfectly', 'Solving any issue may deny the delivery on scheduled time']","[""Bachelor's Degree: Computer Science or Equivalent"", 'years of experience in .NET Core and leadership', 'Ability to learn new programming languages & technology quickly', 'Good Experience with Microsoft SQL Server', 'A knack for writing clean, readable, and easily maintainable code (The Ability', 'Experience In database design', 'Experience using JavaScript, jQuery, AJAX, and HTML, XHTML, HTML5, CSS and Web Standards', 'Ability to solve problems creatively and effectively', 'Familiar with various design and architectural patterns', 'Entity Framework', 'Excellent communication and presentation skills', 'Strong written and verbal communication skills prefer technical writing skills', 'Ability to work in team', 'Excellent personal organization and ability to prioritize and carry out multiple tasks', ""Bachelor's degree in Computer Science, Computer Engineering"", 'Excellent knowledge of using C#, ASP.NET, angular']"
478,Ruby Developer,Bevatel,"Dokki, Giza", Egypt,['Full Time'],Experienced,"['Write effective and scalable code in Ruby', 'Build back-end components for web applications', 'Test applications for performance, responsiveness and security', 'Review and debug junior developers’ code', 'Integrate data storage and data processing solutions', 'Create automated test scripts', 'Improve and maintain applications after deployment']","['years of industry experience in backend development', 'You write clean, structured, and well-documented code', 'Ability to use Docker', 'SOLID design principles', 'Experience with different databases/storage backends (MySQL, NoSQL', 'Have solid skills in object-oriented programming', 'Good knowledge of writing queries with good performance', 'Experience in common third-party APIs (Google, Facebook, etc', 'Experience using Agile (Scrum) Process and Agile tools', 'Working on Real-Time applications', 'Have a good experience in real time apps']"
479,Cloud Engineer,ML,"Heliopolis, Cairo", Egypt,['Full Time'],Entry Level,"[""Our team is rapidly growing and we're looking for a dedicated Cloud Systems Administrator engineer to supplement on the website and mobile application projects"", 'You will participate in designing, developing and maintaining servers and DevOps pipeline customer projects and 34ML Products', 'You will have the opportunity to consult on projects’ architecture and goals']","['Experience: 0 – 3 years', 'Have experience working with AWS, GCP, or Azure', 'BS/MS degree in Computer Science, Engineering or a related subject', 'Excellent command of Linux', 'Proficient understanding of code versioning tools (e.g. Git', 'Strong troubleshooting skills', 'Ability to document requirements and specifications']"
480,Team Leader Dot net Developer -Banha,Z2 Data,"Banha, Qalubia", Egypt,['Full Time'],Experienced,"['Building and maintaining internal and external facing web applications', 'Working with developers, business analyst, QA, team-lead and business resources to design, develop and maintain company’s web applications in Microsoft environments', 'Develop and execute unit tests to validate code', 'Provide technical leadership and guidance to other developers as required', 'Brainstorm technical solutions with the development team and business partners as required', 'Keep up with technology and introduce new approaches/best practices to peers to gain technical knowledge and to resolve technical difficulties', 'Participate in the daily scrum; provide estimates and statuses when required', 'Participate in preparing technical documentation requirements, use cases, deployment to support the finished application', 'Participate in the analysis of new functional requirement and systems', 'Participate in the design of new systems and component', 'Participate in creating programs’ unit testing, UI prototypes and demonstrate them']","['Years strong demonstrated experience in web development using\xa0ASP.NET, C# and MVC', 'Familiarity with Microsoft SQL Server', 'Creating database schemes that represent and support business processes', 'Experience working with JavaScript, JQuery and AJAX', 'Experience with SOAP, WCF, XML, XSLT or Web Services', 'HTML5 / CSS3 a huge plus', 'Object-Oriented development experience required', 'Ability to manipulate and analyze data using Microsoft Access, Excel, or other tools', 'Proficient understanding of code versioning tools']"
481,Senior Dot Net Developer - Banha,Z2 Data,"Banha, Qalubia", Egypt,['Full Time'],Entry Level,"['Building and maintaining internal and external facing web applications', 'Working with developers, business analyst, QA, team-lead and business resources to design, develop and maintain company’s web applications in Microsoft environments', 'Develop and execute unit tests to validate code', 'Provide technical leadership and guidance to other developers as required', 'Brainstorm technical solutions with the development team and business partners as required', 'Keep up with technology and introduce new approaches/best practices to peers to gain technical knowledge and to resolve technical difficulties', 'Participate in the daily scrum; provide estimates and statuses when required', 'Participate in preparing technical documentation requirements, use cases, deployment to support the finished application', 'Participate in the analysis of new functional requirement and systems', 'Participate in the design of new systems and component', 'Participate in creating programs’ unit testing, UI prototypes and demonstrate them']","['Years strong demonstrated experience in web development using\xa0ASP.NET, C# and MVC', 'Familiarity with Microsoft SQL Server', 'Creating database schemes that represent and support business processes', 'Experience working with JavaScript, JQuery and AJAX', 'Experience with SOAP, WCF, XML, XSLT or Web Services', 'HTML5 / CSS3 a huge plus', 'Object-Oriented development experience required', 'Ability to manipulate and analyze data using Microsoft Access, Excel, or other tools', 'Proficient understanding of code versioning tools']"
482,Application Manager,The Egyptian Microfinance Company- Maksab,"New Cairo, Cairo", Egypt,['Full Time'],Manager,"['Assesses business process requirements; analyzes structure and flow of work and data that support needs; evaluates possible solutions and implements and/or recommends solutions that support the mission, values and goals of the company', 'Performs project management and participates on project teams responsible for what needed for implemented applications (Such as Almohassel and SAP) and upgrades; determines project scope and staff resources required to complete projects; prepares project work plans and timelines', 'Monitors project milestones and reports project progress to management', 'Works closely with technical staff, vendors, and contacts from other service providers to ensure timely and efficient completion of projects', 'Assures technical support problem resolution related to applied applications, database management software, operating systems, and/or business application software systems through cooperative relationship with Technical Support Services', 'Performs system administration activities, which includes coordinating and managing the purchasing, installation, and configuration of software and related applications upgrades', 'Responsible of all kinds on integration between applied applications in Maksab or integrations with other service providers (such as e-Payment providers, Banks API, i-Score', 'Also he will be responsible for building the future eCommerce for the company', 'Creates and maintains standards, procedures, and documentation related to area of responsibility', 'May participate in computer audits and perform testing for disaster recovery process, ensuring a secure processing environment that protects the integrity and availability of information', 'Implements system changes and administers access to systems and information utilizing approved information technology security policies, standards and guidelines', 'Creates, develops and oversees processes, protocols and procedures, ensuring compliance with applicable regulations and to minimize financial cost of the applied applications without hitting the approved level of quality', 'May supervise technical/support staff as required by individual position(s); participates in hiring, evaluating, training, disciplining, and recommending discharge staff as necessary', 'Effectively communicates with all levels of the organization to ensure project success and user needs are identified and met', 'Makes presentations to a wide variety of audiences within the organization', 'Participates in/on a variety of meetings, groups, and/or committees to communicate and confer about process analysis of existing procedures and systems, determine cost/benefit and complexities of new processes and projects, prepare for testing, discuss the roll-out of new projects and software upgrades, and/or discuss other applicable issues', 'Researches and recommends required tools and database configurations to ensure optimum performance and capability to meet the business needs of the Company', 'Prepares project proposals and budgets; performs analysis for new technologies and system enhancements', 'Participates in recommending budget items; implements and allocates resources following budget approval', 'May define testing and development environment suitable for testing and evaluation of new technologies or new customization', 'Positions in this classification may perform all or some of the responsibilities above and all positions perform other related duties as assigned']","[""A bachelor's or graduate's degree in programming, computer engineering, computer science, or a related field"", 'At least 10 years of experience working as application specialist or developer', 'Broad working knowledge of applications, developing, and database administration', 'Experience with database management and project management', 'Excellent technical skills', 'Expertise in troubleshooting viruses and other computer problems', 'The ability to remain up to date with the latest software developments', 'Strong leadership, management, and customer service skills', 'Great analytical, problem-solving, and communication skills', 'The ability to handle stressful situations']"
483,Senior .NET Developer,Confidential,"Nasr City, Cairo", Egypt,['Full Time'],Experienced,"[""Reviews, analyzes, and modifies the programming systems including encoding, testing, and debugging to support an organization's Enterprise Resource Planning (ERP) applications"", 'Ensures that software can be completely integrated into the ERP system', 'Designs new modules to improve system efficiency', 'Performs a variety of tasks', 'May lead and direct the work of others', 'Typically reports to a supervisor or manager', 'Analyze system requirements and prioritize tasks', 'Writing clean, testable code using .NET programming languages (C#, .Net Core, JS', 'Test and debug various .NET applications', 'Review and refactor code', 'Document development and operational procedures']","['Bachelor’s degree in Computer Science, Information Systems, Information Technology, or another related field required', 'Minimum 7 years’ experience in web development with at least 3-year experience in using ASP.net CoreStrong knowledge of C#, JavaScript, SQL', 'DevExpress controls is a plus', 'Strong knowledge of HTML CSS, jQuery technologies, and web frameworks is a plus', 'Experience with database creation and maintenance', 'Strong knowledge of Object-Oriented Programming and Design Patterns', 'Customer Oriented', 'Attention to Details and Deadline-Oriented individual']"
484,Senior Business Application Development Technical lead,Seoudi Supermarket,"th of October, Giza", Egypt,['Full Time'],Experienced,"['Responsible for technical delivery of web and mobile applications in our organization', 'Lead the team to deliver projects successfully including setting quality aspects on delivery team work activities and deliverables', 'Support projects during the discovery, build and support phases', 'Provide regular updates to the business stakeholders on successes and challenges that the team has encountered', 'Work closely with the development team to deliver the best solutions in the market', 'Interpret business requirements into user stories and communicate them to technical team', 'Do the necessary design and lead team to develop solutions deliverables via sprints using agile methodologies to deliver within the agreed quality, coding standards and timelines', 'Review design of both back-end and front-end applications', 'Set objectives and perform regular performance appraisals for team members in line with business objectives', ""Ensure team members' engagement, successes, achievements and deliverables\xa0 are communicated to the business"", 'Escalate issues on time IT Business Applications Management', 'Provide weekly and monthly status progress reports on tasks and projects', 'Participate in project planning meetings', 'Create business requirement and technical specification documents', 'Share Knowledge and Ideas to the team and business users', 'Do proactive suggestions to improve business cycle and to enhance customer experience']","['BSc degree in Engineering, Computer Science or relevant field', 'At least 6 years of proven experience as a team leader of web/mobile application development teams', 'Experience in the following domains/platforms/technologies', 'PHP, Vue.Js and Laravel frameworks', 'Magento (At least 2 years of experience', 'Integration with different databases (e.g. MariaDB, Postgres, MySQL', 'Work with third-party REST and GraphQL APIs', 'Unit testing with Javascript', 'Knowledge of mobile development languages (Kotlin and Swift', 'Agile methodologies', 'Data Security and able to avoid common security issues in applications deliverables', 'Working with servers over SSH', 'Fully aware with the full software life-cycle', 'Highly motivated with strong technical and analytical skills', 'Able to introduce and communicate complex design and development decisions', 'Experience of people leadership in a fast-paced development environment', 'Strong communication skills Experience working with servers over SSH']"
485,Senior DevOps Engineer (5+Years of Experience) (Fluent English Speakers Only,FlairsTech,Cairo, Egypt,['Full Time'],Experienced,"['The role is ideally suited to candidates with at least 10 years of experience in modern, enterprise IT infrastructure, and proficient in Agile principles and methodology', 'Some scheduled out of hours required along with availability to participate in an out of hours support rota', 'Establishing automation of operations tasks', 'Implementation, and customization of tools for application monitoring, performance, alerting & self-healing e.g., Nagios, Zabbix, SolarWinds, AppDynamics', 'Ensuring stable operations including backups, recovery & monitoring', 'Working with internal staff and 3rd party vendors to update and communicate environment maintenance schedules, refresh schedules, and planned outages', 'Working with internal staff and 3rd party vendors to troubleshoot and resolve system and application delivery issues', 'Working with globally distributed teams to ensure a 24 x 7 service', 'Ensure Infrastructure readiness for all environments (Testing, Production, Demo) based on business requirements', 'Application release deployments and upgrades (along with rollback) across all environments', 'Version control of software', 'Where possible implementing Infrastructure as Code (IaC', 'Scripting and automating failure recovery processes', 'Continuous enhancement in application monitoring and self-healing capabilities', 'Continuous improvement in alerting mechanism (Infra, application exception, user, security alerts, etc', 'Assess and document existing architecture highlighting any gaps or shortcomings identified', 'Work with IT Operations Manager to define and document future non-functional requirements including']","['Traditional Unix/Linux hosting environment, preferably Ubuntu', 'Cron, one or more programming/scripting languages', 'Web Services; Nginx, XML, Kafka (or similar messaging system', 'Networking: Routers, NAT, DNS, Firewall rule sets', 'ELK stack / Papertrail or similar log management platform', 'SSH: public/private keys, forwarding, sftp', 'Databases: MySQL, ODBC setup', 'Source control: Git (Github & Zenhub', 'CI/CD: CircleCI, Jenkins, Bamboo or similar']"
486,Senior .NET Developer,Z2 Data,"Nasr City, Cairo", Egypt,['Full Time'],Experienced,"['Building and maintaining internal and external facing web applications', 'Working with developers, business analyst, QA, team-lead and business resources to design, develop and maintain company’s web applications in Microsoft environments', 'Develop and execute unit tests to validate code', 'Provide technical leadership and guidance to other developers as required', 'Brainstorm technical solutions with the development team and business partners as required', 'Keep up with technology and introduce new approaches/best practices to peers to gain technical knowledge and to resolve technical difficulties', 'Participate in the daily scrum; provide estimates and statuses when required', 'Participate in preparing technical documentation requirements, use cases, deployment to support the finished application', 'Participate in the analysis of new functional requirement and systems', 'Participate in the design of new systems and component', 'Participate in creating programs’ unit testing, UI prototypes and demonstrate them']","['Years strong demonstrated experience in web development using ASP.NET, C# and MVC', 'Familiarity with Microsoft SQL Server', 'Creating database schemes that represent and support business processes', 'Experience working with JavaScript, JQuery and AJAX', 'Experience with SOAP, WCF, XML, XSLT or Web Services', 'HTML5 / CSS3 a huge plus', 'Object-Oriented development experience required', 'Ability to manipulate and analyze data using Microsoft Access, Excel, or other tools', 'Proficient understanding of code versioning tools']"
487,Junior .Net Developer,Z2 Data,"Nasr City, Cairo", Egypt,['Full Time'],Experienced,"['Working with peer developers, business analyst, QA and team-lead to design, develop and maintain the company’s desktop/web based applications in Microsoft environments in collaboration and guidance of a senior solution developer', 'Identifying .Net provided controls that best fit the UI requirements', 'Designing and create UI templates that can be reused by developers', 'Create/configure/program .Net provided UI classes/controls (to fit them to UI requirements', 'Creating programs’ unit testing, UI prototypes and demonstrate them']","['Years strong demonstrated fair experience in web development using ASP.NET, C# and MVC', 'Familiarity with Microsoft SQL Server', 'Creating database schemas that represent and support business processes', 'Object-Oriented development experience required', 'Fair research and documentation skills', 'Ability to manipulate and analyze data using Microsoft Access, Excel, or other tools', 'Proficient understanding of code versioning tools']"
488,Front End Developer,proleaders,"San Stefano, Alexandria", Egypt,['Full Time'],Experienced,"['Translating the designs produced by the UI/UX team to real life,\xa0interactive interfaces, giving our users the best user experience possible', 'Planning, coding, documenting, testing, debugging, and maintaining the frontend of the application', 'Developing highly-responsive web-based user interfaces', 'Translating designs and wireframes into high-quality code', 'Collaborate with the backend developers to easily integrate their work with your work', 'Collaborate with the other team members to estimate, define, design, document, and ship the new features of the application', 'Continuously work on bug fixing, code refactoring, and improving the application performance', 'Contribute to all phases of the development lifecycle']","['BS degree in Computer Science, Computer Engineering, or a related subject', 'You should have strong experience in the following areas:HTMLCSSResponsive CSS framework (Bootstrap and Tailwind)JavaScript, jquery and alpinejsReact js or Vue framwork as extra', 'HTML', 'CSS', 'Responsive CSS framework (Bootstrap and Tailwind', 'JavaScript, jquery and alpinejs', 'React js or Vue framwork as extra', 'You should have experience in building dashboards with graphs, charts and maps', 'You should have a good knowledge of GIT version control system', 'You should have a good knowledge of OOP principles and concepts', 'You should have at least 2 years of experience as a frontend developer', 'You should write secure, efficient, testable, and reusable code', 'You should be familiar with the RESTful APIs and how to integrate the frontend with them', 'You should have the ability to work both independently and as a team member', 'Proficient understanding of web markup, including HTML5, CSS']"
489,Junior Full Stack Developer,Cashcall,"Maadi, Cairo", Egypt,['Full Time'],Entry Level,"['Build dynamic web applications and services and implementing complex data and API integrations', 'Design overall architecture of the Cashcall platforms', 'Architect & Build Cashcall platforms while defining software architecture principles and standards', 'Front and back-end development', 'Work with several programming languages and several databases engines to develop Cashcall platforms', 'Maintain quality and ensure the responsiveness of applications', 'Collaborate with the rest of the team to design and launch new features', 'Work with graphic designers and converting designs to visual elements', 'Understanding and implementation of security and data protection', 'Work with single page application technologies such as AngularJS, ReactJS to develop Cashcall platforms', 'Maintain code integrity and organization', 'Develop applications for both mobile and web', 'Accept newly added features from different vendors', 'Working with code versioning tools', 'Innovate and provide critical thinking and problem-solving ability to drive change and develop creative technology solutions', 'Focus on work ethics, continuous learning, and desire to deliver the best inspires your team members', 'Assist colleague developers through code reviews, program enhancements, unit testing, bug fixing and problem-solving', 'Seek to learn new technologies and continuously scan the landscape for opportunities to enhance the platform in order to deliver better products', 'Interact with a variety of professionals with different backgrounds and experience and seek to learn from and contribute to the group']","['Bachelor degree', 'year of experience', 'Good command of English language', 'Good communication skill', 'ITI certificate is a plus', 'Java programming language is a plus']"
490,Sr. Flutter Developer,Troylab,Cairo, Egypt,"['Full Time', 'Work From Home']",Experienced,"['Flutter is commonly used to design mobile apps and their Web counterparts, which often involves working in large teams and following the modern development paradigms']","['Excellent communication skills', 'Collaboration and teamwork', 'Creative and analytical approach', 'Time management, ability to multi-task and perform under pressure', 'Quick decision making and problem-solving are some of the important skills for this role', 'Understand what appeals to different target audiences', 'Accept criticism and be able to work positively', 'Be flexible and willing to meet technical criteria', 'Proficiency in implementing, configuring, and developing web services', 'Willingness to troubleshoot and solve complex problems', 'Experience with microservice development', 'Experience in developing large-scale and multi-tier solutions that are capable of handling a massive number of transactions received from thousands of clients per second']"
491,Lead Software Engineer - L1 (Java/Kotlin,ITWORX,"Nasr City, Cairo", Egypt,['Full Time'],Manager,"['The ideal candidate will create and document detail designs that meet the product requirements', 'Implement the design and review designs and implementation with the team and customers for acceptance early in the development process', 'Ensure that all designs and implementations confirm to both functional and technical design specifications, have highest quality, are well documented and maximize performance, availability and serviceability', 'Develop and execute tests that prove that their design and implementation meets the system requirements and to ensure robustness and highest quality, review and test code of software engineers', 'This responsibility will extend to providing technical and career development coaching and mentorship to Software Engineers and Senior Software Engineers']","['Bachelor’s degree in Computer Science or any related discipline', 'years of experience', 'Strong Java development skills', 'Java 11 or higher experience', 'Kotlin backend experience is a strong plus', 'Akka experience is a plus', 'Datomic is a plus', 'Excellent communication and presentation skills', 'Experience in IntelliJ', 'Familiarity with Gradle and Maven', 'Knowledge of any of the following technologies is preferred', 'AWS (Airflow, Batch, Lambdas, RDS and Aurora, and Redshift/Redshift Spectrum', 'Parquet', 'Auth', 'Datalog', 'CDK', 'Cloudformation', 'K8s', 'gRPC', 'GraphQL', 'Knowledge of any of the followings is extra plus', 'Flink (Spark would be okay', 'Presto', 'Kafka']"
492,Senior Software Engineer- Java,ITWORX,"Nasr City, Cairo", Egypt,['Full Time'],Experienced,"['The ideal candidate will create and document detail designs that meet the product requirements', 'Implement the design and review designs and implementation with the team and customers for acceptance early in the development process', 'Ensure that all designs and implementations confirm to both functional and technical design specifications, have highest quality, are well documented and maximize performance, availability and serviceability', 'Develop and execute tests that prove that their design and implementation meets the system requirements and to ensure robustness and highest quality, review and test code of software engineers', 'This responsibility will extend to providing technical and career development coaching and mentorship to Software Engineers and Senior Software Engineers']","['Bachelor’s degree in Computer Science or any related discipline', 'years of experience', 'Strong Java development skills', 'Java11 (Mandatory', 'AWS', 'SQL queries (Mandatory', 'Spring Core']"
493,Senior Full Stack Developer,IT Pillars,"Nasr City, Cairo", Egypt,['Full Time'],Experienced,"['Design, develop, test, deploy and maintain solutions with customers/users', 'Build reusable modules and libraries for future use', 'Optimize solutions for speed and scalability', 'Write clear technical documentation']","['Bachelor’s degree in Computer Science, biomedical and systems engineering, or a relevant degree', 'years’ experience in .NET, C#, MVC, Entity Framework, jQuery, JavaScript, building and consuming Web API’s', 'Outstanding Object Orientated design and programming skills', 'Good experience in a relational database (MS SQL server', 'Proficient with HTML5 and CSS', 'Experience in Typescript', 'Thorough understanding of Angular is necessary', 'Experience with Lazy Loading & performance optimization for Angular apps', 'Hands-on experience writing Unit Tests', 'Cross browser compatibility knowledge', 'Hands-on software development experience designing, writing, debugging and testing object-oriented code', 'Experience with Version Control Systems (Git), and/or SVN']"
494,Devops Engineer,WUZZUF,"Maadi, Cairo", Egypt,['Full Time'],Experienced,"['Create a DevOps framework, including CI/CD capabilities, Configuration Management, and Source Code Management', 'Support, develop, enhance, and maintain our cloud infrastructure for high availability and scale', 'Responsible for data backup integrity and failover/fallback strategies', 'Optimize server configuration and network architecture', 'Frequently, run performance testing, identify potential performance issues and help the team find a resolution', 'Deploy our applications and maintain the platform', 'Help automate and streamline our operations and processes', 'Automate recurring tasks to increase velocity and quality', 'Build and maintain tools for monitoring', 'Perform root cause analysis for production errors', 'Investigate and resolve technical issues', 'Do other job related tasks as required']","['Bachelor’s degree in Computer Science, Engineering, or related field', 'Good communication skills', 'Excellent level of attention to details', 'Strong troubleshooting skills', 'Good level of English language']"
495,Front End Developer,Seoudi Supermarket,"th of October, Giza", Egypt,['Full Time'],Experienced,"['Use markup languages to create user-friendly web pages', 'Develop, improve and support organization web applications', 'Optimize applications for best performance and stability', 'Design mobile-based features', 'Collaborate with back-end developers and web designers to improve usability', 'Interact with business users to get requirements, feedback and build solutions', 'Prepare functional requirement documents and guides', 'Create quality mockups and prototypes', 'Help back-end developers with coding and troubleshooting', 'Ensure UI quality with high standards and brand consistency']","['BSc degree in Computer Science or relevant field', 'Proven 2 years of working experience as a Front-end developer', 'Experience with markup languages', 'Proven experience with Vue.JS framework', 'Proven experience with eCommerce application development', 'Experience with JavaScript, CSS and jQuery', 'Familiarity with browser testing and debugging', 'Deep understanding of the whole web development process (design, development and deployment', 'Understanding of layout aesthetics', 'Knowledge of SEO principles', 'Familiarity with content management systems', 'Excellent analytical and time management skills', 'Teamwork skills with a problem-solving attitude']"
496,Senior Front End Engineer,WUZZUF,"Maadi, Cairo", Egypt,['Work From Home'],Experienced,"['Take part in designing, building, and maintaining our online platforms serving thousands of users every day', 'Tackle new challenges in different system areas (architecture, access control, data handling, caching, performance tuning', 'Take ownership of new features and modules; study them, and work on them along with other teammates', 'Develop functional and sustainable web applications with clean codes', 'Collaborate with the front-end team and other stakeholders to establish objectives and design more functional, cohesive codes to enhance our user experience', 'Remove the errors and bugs in the applications and make them better for the user', 'Manage and review code contributed by the rest of the team and work with them to get it ready for production', 'Assist with other related tasks as required']","['Bachelor’s degree in Computer science, or Computer Science\xa0 Engineering or any relevant field', 'At least 3 and up to 6\xa0 years of experience in Web Development', 'Good command of the English language', 'Very good Interpersonal skills, written, and verbal communication skills', 'Very good problem-solving skills', 'Experience in building modern responsive web applications', 'Experience with HTML/CSS , including concepts like layout, specificity, how the browser works and cross browser compatibility', 'Familiarity with modern CSS features (e.g SVG, CSS Grid, Flexbox', 'Good experience with JavaScript, including concepts like asynchronous programming, closures, types, and ES', 'Familiarity with modern web platform APIs (like Canvas, local storage, Geolocation, service workers, ...etc', 'Familiarity with Node.js, express, and server-side JavaScript', 'Familiarity with React Native and mobile development', 'Familiarity using modern JavaScript tooling: Eslint, Typescript, Babel, Webpack ...etc', 'Solid experience and understanding of React and its ecosystem of libraries', 'Solid experience and understanding of the Flux architecture and Redux or other state management libraries is a huge plus', 'Familiarity with software automated testing (unit, functional, end-to-end). Writing modular and testable code', 'Good understanding of HTTP', 'Experience with version control using Git & Github. extensive knowledge with advanced Git workflows is a plus', 'Comfortable using the terminal, Linux environments, and Docker']"
497,Senior Devops Engineer,Caelum Egypt,"Dokki, Giza", Egypt,['Full Time'],Experienced,"['Create the pipelines for the continuous integrations/deployments and manage the Docker service containers', 'Guide engineers on the creation of Docker scripts,\xa0Podman and K8s Resources, …etc', 'Build and automate the provisioning of infrastructure and cloud-native services', 'Increase system performance with a focus on high availability and scalability', 'Proactively detect, Debug, and resolve various CI issues', 'Implement solutions to prevent the recurrence of the detected issue', 'Use Ansible to automate production and manage multiple environments from configuration to deployment', 'Troubleshoot the system and solve problems across all platform and application domains']","['years of advanced scripting (Bash/Python) experience & DevOps or systems Administrator with Linux Experience', 'years of experience in Cloud-based application deployment and automation with on-Premise or Public clouds like Azure and Google platforms. Infrastructure / Application monitoring solutions (Prometheus Grafana ELK …) and deployment experience (Ansible, Terraform', 'Understanding of Continuous Integration & Continuous Delivery in the software engineering process and a thorough understanding of how a DevOps / Systems Engineer facilitates these practices in collaboration with the Development, Quality Assurance, and Technical Operations teams to drive business goals', 'Experience using tools like Git, Jenkins, Docker, Kubernetes', 'Deployment automation experience using advanced scripting (Bash/Python', 'Experience in developing and maintaining CI/CD processes', 'Hands-on experience in building and administering containers using tools such as Kubernetes', 'Experience with configuration management tools such as Ansible', 'Ability to use a wide variety of open source technologies and tools', 'Strong problem-solving skills with an investigative mentality, decision-making ability, and a capacity for strategic and associative thinking', 'Ability to demonstrate a clear, energetic, and excited interest in automating everything (build, test, release/deploy, monitoring, reporting']"
498,Senior Full Stack PHP Developer,Luftborn,"Heliopolis, Cairo", Egypt,['Full Time'],Experienced,"['Meet and support customers and contribute to new projects and launches', 'Engage daily with customer gathering requirements and reporting project status', 'Develop, test, and maintain web and web service applications built on open source technologies', 'Design, develop, and test applications in accordance with established standards', 'Prepare reports, on the status, operation and maintenance of the software', 'Participate in any related solution reviews and design codes', 'Develop and tune integrations between applications', 'Analyze and resolve technical and application problems', 'Adhere to high-quality development standards']","['A degree in computer science, or a related field', 'Experience working with PHP & Laravel, performing unit testing, and implementing APIs', 'Practical experience using the MVC architecture', 'Strong understanding of algorithms, design patterns and data structure', 'Experience in JavaScript Frameworks', 'Experience with complex client-side data flows, consuming APIs and JSON', 'Solid Knowledge of database design and querying using SQL', 'Proficient understanding of Version Control Systems such as Git', 'Experience working with project management tools such as Jira, Confluence', 'Experience in unit testing using testing frameworks like PHPUnit is a plus', 'Experience working in an Agile/Scrum development process is a plus', 'Problem-solving skills and critical mindset', 'Great communication skills', 'Excellent command of English', 'Good understanding of security and scalability issues', 'Ability to multi-task, organize, and prioritize work']"
499,Lead Backend Developer (PHP / Laravel,Confidential,"Maadi, Cairo", Egypt,['Full Time'],Manager,"['Lead a team of PHP Developers', 'Meet and support customers and contribute to new projects and launches', 'Engage daily with customer gathering requirements and reporting project status', 'Develop, test, and maintain web and web service applications built on open-source technologies', 'Design, develop, and test applications in accordance with established standards', 'Prepare reports, on the status, operation and maintenance of the software', 'Participate in any related solution reviews and design codes', 'Develop and tune integrations between applications', 'Analyze and resolve technical and application problems', 'Adhere to high-quality development standards']","['years of experience as a Backend Developer', 'Ability to independently own and deliver features from start to finish', 'The ability to write clean code using best practices', 'Understand both how to write Unit tests and the value of automated testing', 'Substantial experience working with php Laravel and Vue js', 'Profound experience with JavaScript and familiarity with TypeScript', 'Familiarity with databases (MySQL, MongoDB), web servers (e.g. Apache, Nginx', 'Familiarity with OOP and Design Patterns', 'Familiarity with UI/UX design', 'Familiarity with CI/CD processes and tools (Jenkins) is a plus', 'Familiarity with containerization technologies (Docker) is a plus', 'Excellent communication and teamwork skills in Agile environments']"
